Scenario,State,Energy,Type,Year,Capacity
LOWRECOST,WA,Offshore Wind,WIND,2032,0
LOWRECOST,WA,Offshore Wind,WIND,2034,0
LOWRECOST,WA,Offshore Wind,WIND,2036,0
LOWRECOST,WA,Offshore Wind,WIND,2038,0
LOWRECOST,WA,Offshore Wind,WIND,2040,0
LOWRECOST,WA,Offshore Wind,WIND,2042,0
LOWRECOST,WA,Offshore Wind,WIND,2044,0
LOWRECOST,WA,Offshore Wind,WIND,2046,0
LOWRECOST,WA,Offshore Wind,WIND,2048,0
LOWRECOST,WA,Offshore Wind,WIND,2050,0
LOWRECOST,WA,CSP,SOLAR,2020,0
LOWRECOST,WA,CSP,SOLAR,2022,0
LOWRECOST,WA,CSP,SOLAR,2024,0
LOWRECOST,WA,CSP,SOLAR,2026,0
LOWRECOST,WA,CSP,SOLAR,2028,0
LOWRECOST,WA,CSP,SOLAR,2030,0
LOWRECOST,WA,CSP,SOLAR,2032,0
LOWRECOST,WA,CSP,SOLAR,2034,0
LOWRECOST,WA,CSP,SOLAR,2036,0
LOWRECOST,WA,CSP,SOLAR,2038,0
LOWRECOST,WA,CSP,SOLAR,2040,0
LOWRECOST,WA,CSP,SOLAR,2042,0
LOWRECOST,WA,CSP,SOLAR,2044,0
LOWRECOST,WA,CSP,SOLAR,2046,0
LOWRECOST,WA,CSP,SOLAR,2048,0
LOWRECOST,WA,CSP,SOLAR,2050,0
LOWRECOST,WA,Utility PV,SOLAR,2020,0.000384615384615385
LOWRECOST,WA,Utility PV,SOLAR,2022,0.000384615384615385
LOWRECOST,WA,Utility PV,SOLAR,2024,0.000384615384615385
LOWRECOST,WA,Utility PV,SOLAR,2026,0.000384615384615385
LOWRECOST,WA,Utility PV,SOLAR,2028,0.000384615384615385
LOWRECOST,WA,Utility PV,SOLAR,2030,0.000384615384615385
LOWRECOST,WA,Utility PV,SOLAR,2032,0.000384615384615385
LOWRECOST,WA,Utility PV,SOLAR,2034,0.000384615384615385
LOWRECOST,WA,Utility PV,SOLAR,2036,1.58883434329128
LOWRECOST,WA,Utility PV,SOLAR,2038,4.71863876923077
LOWRECOST,WA,Utility PV,SOLAR,2040,8.08325415384615
LOWRECOST,WA,Utility PV,SOLAR,2042,8.08325415384615
LOWRECOST,WA,Utility PV,SOLAR,2044,8.87537041661504
LOWRECOST,WA,Utility PV,SOLAR,2046,9.10589616448189
LOWRECOST,WA,Utility PV,SOLAR,2048,9.10589616448189
LOWRECOST,WA,Utility PV,SOLAR,2050,9.10589616448189
LOWRECOST,WA,Rooftop PV,SOLAR,2020,0.0961063636363636
LOWRECOST,WA,Rooftop PV,SOLAR,2022,0.103718181818182
LOWRECOST,WA,Rooftop PV,SOLAR,2024,0.10737
LOWRECOST,WA,Rooftop PV,SOLAR,2026,0.122941818181818
LOWRECOST,WA,Rooftop PV,SOLAR,2028,0.159247272727273
LOWRECOST,WA,Rooftop PV,SOLAR,2030,0.239869090909091
LOWRECOST,WA,Rooftop PV,SOLAR,2032,0.35616
LOWRECOST,WA,Rooftop PV,SOLAR,2034,0.499253636363636
LOWRECOST,WA,Rooftop PV,SOLAR,2036,0.675678181818182
LOWRECOST,WA,Rooftop PV,SOLAR,2038,0.868522727272727
LOWRECOST,WA,Rooftop PV,SOLAR,2040,1.08193545454545
LOWRECOST,WA,Rooftop PV,SOLAR,2042,1.15876909090909
LOWRECOST,WA,Rooftop PV,SOLAR,2044,1.20144090909091
LOWRECOST,WA,Rooftop PV,SOLAR,2046,1.23294090909091
LOWRECOST,WA,Rooftop PV,SOLAR,2048,1.26210909090909
LOWRECOST,WA,Rooftop PV,SOLAR,2050,1.27994545454545
LOWRECOST,WA,Storage,BATT,2020,0.258248
LOWRECOST,WA,Storage,BATT,2022,0.258248
LOWRECOST,WA,Storage,BATT,2024,0.258248
LOWRECOST,WA,Storage,BATT,2026,0.258248
LOWRECOST,WA,Storage,BATT,2028,0.258248
LOWRECOST,WA,Storage,BATT,2030,0.258248
LOWRECOST,WA,Storage,BATT,2032,0.258248
LOWRECOST,WA,Storage,BATT,2034,0.258248
LOWRECOST,WA,Storage,BATT,2036,0.258248
LOWRECOST,WA,Storage,BATT,2038,0.258248
LOWRECOST,WA,Storage,BATT,2040,0.258248
LOWRECOST,WA,Storage,BATT,2042,0.403297847966793
LOWRECOST,WA,Storage,BATT,2044,0.406102598683772
LOWRECOST,WA,Storage,BATT,2046,0.628570559909503
LOWRECOST,WA,Storage,BATT,2048,0.686387492543267
LOWRECOST,WA,Storage,BATT,2050,0.686387492543267
LOWRECOST,OR,Land-based Wind,WIND,2020,3.615861
LOWRECOST,OR,Land-based Wind,WIND,2022,3.99725266898935
LOWRECOST,OR,Land-based Wind,WIND,2024,3.99725266898935
LOWRECOST,OR,Land-based Wind,WIND,2026,4.651457854841
LOWRECOST,OR,Land-based Wind,WIND,2028,5.52839721883192
LOWRECOST,OR,Land-based Wind,WIND,2030,5.874695683112
LOWRECOST,OR,Land-based Wind,WIND,2032,6.205212147424
LOWRECOST,OR,Land-based Wind,WIND,2034,6.6688014874119
LOWRECOST,OR,Land-based Wind,WIND,2036,8.714572521483
LOWRECOST,OR,Land-based Wind,WIND,2038,9.351053975693
LOWRECOST,OR,Land-based Wind,WIND,2040,10.499765763168
LOWRECOST,OR,Land-based Wind,WIND,2042,11.161027467213
LOWRECOST,OR,Land-based Wind,WIND,2044,12.3085276149511
LOWRECOST,OR,Land-based Wind,WIND,2046,12.4915982653801
LOWRECOST,OR,Land-based Wind,WIND,2048,12.9336116654801
LOWRECOST,OR,Land-based Wind,WIND,2050,12.9336116654801
LOWRECOST,OR,Offshore Wind,WIND,2020,0
LOWRECOST,OR,Offshore Wind,WIND,2022,0
LOWRECOST,OR,Offshore Wind,WIND,2024,0
LOWRECOST,OR,Offshore Wind,WIND,2026,0
LOWRECOST,OR,Offshore Wind,WIND,2028,0
LOWRECOST,OR,Offshore Wind,WIND,2030,0
LOWRECOST,OR,Offshore Wind,WIND,2032,0
LOWRECOST,OR,Offshore Wind,WIND,2034,0
LOWRECOST,OR,Offshore Wind,WIND,2036,0
LOWRECOST,OR,Offshore Wind,WIND,2038,0
LOWRECOST,OR,Offshore Wind,WIND,2040,0
LOWRECOST,OR,Offshore Wind,WIND,2042,0
LOWRECOST,OR,Offshore Wind,WIND,2044,0
LOWRECOST,OR,Offshore Wind,WIND,2046,0
LOWRECOST,OR,Offshore Wind,WIND,2048,0
LOWRECOST,OR,Offshore Wind,WIND,2050,0
LOWRECOST,OR,CSP,SOLAR,2020,0
LOWRECOST,OR,CSP,SOLAR,2022,0
LOWRECOST,OR,CSP,SOLAR,2024,0
LOWRECOST,OR,CSP,SOLAR,2026,0
LOWRECOST,OR,CSP,SOLAR,2028,0
LOWRECOST,OR,CSP,SOLAR,2030,0
LOWRECOST,OR,CSP,SOLAR,2032,0
LOWRECOST,OR,CSP,SOLAR,2034,0
LOWRECOST,OR,CSP,SOLAR,2036,0
LOWRECOST,OR,CSP,SOLAR,2038,0
LOWRECOST,OR,CSP,SOLAR,2040,0
LOWRECOST,OR,CSP,SOLAR,2042,0
LOWRECOST,OR,CSP,SOLAR,2044,0
LOWRECOST,OR,CSP,SOLAR,2046,0
LOWRECOST,OR,CSP,SOLAR,2048,0
LOWRECOST,OR,CSP,SOLAR,2050,0
LOWRECOST,OR,Utility PV,SOLAR,2020,0.307805076923077
LOWRECOST,OR,Utility PV,SOLAR,2022,0.307805076923077
LOWRECOST,OR,Utility PV,SOLAR,2024,0.946537384615385
LOWRECOST,OR,Utility PV,SOLAR,2026,0.946537384615385
LOWRECOST,OR,Utility PV,SOLAR,2028,0.946537384615385
LOWRECOST,OR,Utility PV,SOLAR,2030,0.946537384615385
LOWRECOST,OR,Utility PV,SOLAR,2032,0.946537384615385
LOWRECOST,OR,Utility PV,SOLAR,2034,0.946537384615385
LOWRECOST,OR,Utility PV,SOLAR,2036,0.946537384615385
LOWRECOST,OR,Utility PV,SOLAR,2038,0.946537384615385
LOWRECOST,OR,Utility PV,SOLAR,2040,0.946537384615385
LOWRECOST,OR,Utility PV,SOLAR,2042,0.940601615384615
LOWRECOST,OR,Utility PV,SOLAR,2044,0.939319692307692
LOWRECOST,OR,Utility PV,SOLAR,2046,1.97760692307692
LOWRECOST,OR,Utility PV,SOLAR,2048,1.86320438461538
LOWRECOST,OR,Utility PV,SOLAR,2050,2.09703893190704
LOWRECOST,OR,Rooftop PV,SOLAR,2020,0.184449090909091
LOWRECOST,OR,Rooftop PV,SOLAR,2022,0.242908181818182
LOWRECOST,OR,Rooftop PV,SOLAR,2024,0.318762727272727
LOWRECOST,OR,Rooftop PV,SOLAR,2026,0.430052727272727
LOWRECOST,OR,Rooftop PV,SOLAR,2028,0.581990909090909
LOWRECOST,OR,Rooftop PV,SOLAR,2030,0.780334545454545
LOWRECOST,OR,Rooftop PV,SOLAR,2032,1.03141
LOWRECOST,OR,Rooftop PV,SOLAR,2034,1.34130909090909
LOWRECOST,OR,Rooftop PV,SOLAR,2036,1.71097
LOWRECOST,OR,Rooftop PV,SOLAR,2038,2.13320272727273
LOWRECOST,OR,Rooftop PV,SOLAR,2040,2.61322727272727
LOWRECOST,OR,Rooftop PV,SOLAR,2042,3.08590818181818
LOWRECOST,OR,Rooftop PV,SOLAR,2044,3.53409727272727
LOWRECOST,OR,Rooftop PV,SOLAR,2046,3.94481454545454
LOWRECOST,OR,Rooftop PV,SOLAR,2048,4.31077272727273
LOWRECOST,OR,Rooftop PV,SOLAR,2050,4.62685363636364
LOWRECOST,OR,Storage,BATT,2020,0.0025
LOWRECOST,OR,Storage,BATT,2022,0.0025
LOWRECOST,OR,Storage,BATT,2024,0.0025
LOWRECOST,OR,Storage,BATT,2026,0.0025
LOWRECOST,OR,Storage,BATT,2028,0.0025
LOWRECOST,OR,Storage,BATT,2030,0.0025
LOWRECOST,OR,Storage,BATT,2032,0.0025
LOWRECOST,OR,Storage,BATT,2034,0.0025
LOWRECOST,OR,Storage,BATT,2036,0.0025
LOWRECOST,OR,Storage,BATT,2038,0.0025
LOWRECOST,OR,Storage,BATT,2040,0.0025
LOWRECOST,OR,Storage,BATT,2042,0.0202234021954627
LOWRECOST,OR,Storage,BATT,2044,0.0267201883663549
LOWRECOST,OR,Storage,BATT,2046,0.589683885255133
LOWRECOST,OR,Storage,BATT,2048,0.739537378137007
LOWRECOST,OR,Storage,BATT,2050,0.739537378137007
LOWRECOST,NV,Land-based Wind,WIND,2020,0.65181
LOWRECOST,NV,Land-based Wind,WIND,2022,1.302854659651
LOWRECOST,NV,Land-based Wind,WIND,2024,1.302854659651
LOWRECOST,NV,Land-based Wind,WIND,2026,2.305908625995
LOWRECOST,NV,Land-based Wind,WIND,2028,3.015157388806
LOWRECOST,NV,Land-based Wind,WIND,2030,3.015157388806
LOWRECOST,NV,Land-based Wind,WIND,2032,3.219460856768
LOWRECOST,NV,Land-based Wind,WIND,2034,3.69764310842265
LOWRECOST,NV,Land-based Wind,WIND,2036,4.39087316721873
LOWRECOST,NV,Land-based Wind,WIND,2038,4.763191394438
LOWRECOST,NV,Land-based Wind,WIND,2040,4.773373094908
LOWRECOST,NV,Land-based Wind,WIND,2042,4.991259078398
LOWRECOST,NV,Land-based Wind,WIND,2044,5.868469749498
LOWRECOST,NV,Land-based Wind,WIND,2046,5.868469749498
LOWRECOST,NV,Land-based Wind,WIND,2048,5.868469749498
LOWRECOST,NV,Land-based Wind,WIND,2050,5.868469749498
LOWRECOST,NV,Offshore Wind,WIND,2020,0
LOWRECOST,NV,Offshore Wind,WIND,2022,0
LOWRECOST,NV,Offshore Wind,WIND,2024,0
LOWRECOST,NV,Offshore Wind,WIND,2026,0
LOWRECOST,NV,Offshore Wind,WIND,2028,0
LOWRECOST,NV,Offshore Wind,WIND,2030,0
LOWRECOST,NV,Offshore Wind,WIND,2032,0
LOWRECOST,NV,Offshore Wind,WIND,2034,0
LOWRECOST,NV,Offshore Wind,WIND,2036,0
LOWRECOST,NV,Offshore Wind,WIND,2038,0
LOWRECOST,NV,Offshore Wind,WIND,2040,0
LOWRECOST,NV,Offshore Wind,WIND,2042,0
LOWRECOST,NV,Offshore Wind,WIND,2044,0
LOWRECOST,NV,Offshore Wind,WIND,2046,0
LOWRECOST,NV,Offshore Wind,WIND,2048,0
LOWRECOST,NV,Offshore Wind,WIND,2050,0
LOWRECOST,NV,CSP,SOLAR,2020,0.174
LOWRECOST,NV,CSP,SOLAR,2022,0.174
LOWRECOST,NV,CSP,SOLAR,2024,0.174
LOWRECOST,NV,CSP,SOLAR,2026,0.174
LOWRECOST,NV,CSP,SOLAR,2028,0.174
LOWRECOST,NV,CSP,SOLAR,2030,0.174
LOWRECOST,NV,CSP,SOLAR,2032,0.174
LOWRECOST,NV,CSP,SOLAR,2034,0.174
LOWRECOST,NV,CSP,SOLAR,2036,0.174
LOWRECOST,NV,CSP,SOLAR,2038,0.174
LOWRECOST,NV,CSP,SOLAR,2040,0.174
LOWRECOST,NV,CSP,SOLAR,2042,0.174
LOWRECOST,NV,CSP,SOLAR,2044,0.174
LOWRECOST,NV,CSP,SOLAR,2046,0.064
LOWRECOST,NV,CSP,SOLAR,2048,0.064
LOWRECOST,NV,CSP,SOLAR,2050,0.064
LOWRECOST,NV,Utility PV,SOLAR,2020,1.83268761538462
LOWRECOST,NV,Utility PV,SOLAR,2022,3.76328548689231
LOWRECOST,NV,Utility PV,SOLAR,2024,3.76328548689231
LOWRECOST,NV,Utility PV,SOLAR,2026,3.76328548689231
LOWRECOST,NV,Utility PV,SOLAR,2028,3.76328548689231
LOWRECOST,NV,Utility PV,SOLAR,2030,3.76328548689231
LOWRECOST,NV,Utility PV,SOLAR,2032,3.76328548689231
LOWRECOST,NV,Utility PV,SOLAR,2034,3.76328548689231
LOWRECOST,NV,Utility PV,SOLAR,2036,3.76328548689231
LOWRECOST,NV,Utility PV,SOLAR,2038,3.76328548689231
LOWRECOST,NV,Utility PV,SOLAR,2040,3.76328548689231
LOWRECOST,NV,Utility PV,SOLAR,2042,3.62357787150769
LOWRECOST,NV,Utility PV,SOLAR,2044,4.04293354330852
LOWRECOST,NV,Utility PV,SOLAR,2046,3.24086515869313
LOWRECOST,NV,Utility PV,SOLAR,2048,2.81101900484698
LOWRECOST,NV,Utility PV,SOLAR,2050,2.8443667751001
LOWRECOST,NV,Rooftop PV,SOLAR,2020,0.301445454545455
LOWRECOST,NV,Rooftop PV,SOLAR,2022,0.320811818181818
LOWRECOST,NV,Rooftop PV,SOLAR,2024,0.336496363636364
LOWRECOST,NV,Rooftop PV,SOLAR,2026,0.361889090909091
LOWRECOST,NV,Rooftop PV,SOLAR,2028,0.398476363636364
LOWRECOST,NV,Rooftop PV,SOLAR,2030,0.446637272727273
LOWRECOST,NV,Rooftop PV,SOLAR,2032,0.48994
LOWRECOST,NV,Rooftop PV,SOLAR,2034,0.533823636363636
LOWRECOST,NV,Rooftop PV,SOLAR,2036,0.584267272727273
LOWRECOST,NV,Rooftop PV,SOLAR,2038,0.642941818181818
LOWRECOST,NV,Rooftop PV,SOLAR,2040,0.703857272727273
LOWRECOST,NV,Rooftop PV,SOLAR,2042,0.738453636363636
LOWRECOST,NV,Rooftop PV,SOLAR,2044,0.766223636363636
LOWRECOST,NV,Rooftop PV,SOLAR,2046,0.786563636363636
LOWRECOST,NV,Rooftop PV,SOLAR,2048,0.800519090909091
LOWRECOST,NV,Rooftop PV,SOLAR,2050,0.814170909090909
LOWRECOST,NV,Storage,BATT,2020,0
LOWRECOST,NV,Storage,BATT,2022,0
LOWRECOST,NV,Storage,BATT,2024,0
LOWRECOST,NV,Storage,BATT,2026,0
LOWRECOST,NV,Storage,BATT,2028,0
LOWRECOST,NV,Storage,BATT,2030,0
LOWRECOST,NV,Storage,BATT,2032,0
LOWRECOST,NV,Storage,BATT,2034,0
LOWRECOST,NV,Storage,BATT,2036,0
LOWRECOST,NV,Storage,BATT,2038,0
LOWRECOST,NV,Storage,BATT,2040,0.0968540985973938
LOWRECOST,NV,Storage,BATT,2042,0.147638245664712
LOWRECOST,NV,Storage,BATT,2044,0.212911654674489
LOWRECOST,NV,Storage,BATT,2046,0.212911654674489
LOWRECOST,NV,Storage,BATT,2048,0.260449770715046
LOWRECOST,NV,Storage,BATT,2050,0.286478958670315
LOWRECOST,ID,Land-based Wind,WIND,2020,0.966824
LOWRECOST,ID,Land-based Wind,WIND,2022,0.977904800221
LOWRECOST,ID,Land-based Wind,WIND,2024,0.977904800221
LOWRECOST,ID,Land-based Wind,WIND,2026,1.142632434959
LOWRECOST,ID,Land-based Wind,WIND,2028,1.599144834871
LOWRECOST,ID,Land-based Wind,WIND,2030,1.784103880161
LOWRECOST,ID,Land-based Wind,WIND,2032,1.967301599761
LOWRECOST,ID,Land-based Wind,WIND,2034,2.066834413791
LOWRECOST,ID,Land-based Wind,WIND,2036,2.066834413791
LOWRECOST,ID,Land-based Wind,WIND,2038,2.253482738761
LOWRECOST,ID,Land-based Wind,WIND,2040,2.452548366821
LOWRECOST,ID,Land-based Wind,WIND,2042,2.435236396846
LOWRECOST,ID,Land-based Wind,WIND,2044,3.211984925013
LOWRECOST,ID,Land-based Wind,WIND,2046,3.34940821517344
LOWRECOST,ID,Land-based Wind,WIND,2048,3.35081142835337
LOWRECOST,ID,Land-based Wind,WIND,2050,3.3657792034595
LOWRECOST,ID,Offshore Wind,WIND,2020,0
LOWRECOST,ID,Offshore Wind,WIND,2022,0
LOWRECOST,ID,Offshore Wind,WIND,2024,0
LOWRECOST,ID,Offshore Wind,WIND,2026,0
LOWRECOST,ID,Offshore Wind,WIND,2028,0
LOWRECOST,ID,Offshore Wind,WIND,2030,0
LOWRECOST,ID,Offshore Wind,WIND,2032,0
LOWRECOST,ID,Offshore Wind,WIND,2034,0
LOWRECOST,ID,Offshore Wind,WIND,2036,0
LOWRECOST,ID,Offshore Wind,WIND,2038,0
LOWRECOST,ID,Offshore Wind,WIND,2040,0
LOWRECOST,ID,Offshore Wind,WIND,2042,0
LOWRECOST,ID,Offshore Wind,WIND,2044,0
LOWRECOST,ID,Offshore Wind,WIND,2046,0
LOWRECOST,ID,Offshore Wind,WIND,2048,0
LOWRECOST,ID,Offshore Wind,WIND,2050,0
LOWRECOST,ID,CSP,SOLAR,2020,0
LOWRECOST,ID,CSP,SOLAR,2022,0
LOWRECOST,ID,CSP,SOLAR,2024,0
LOWRECOST,ID,CSP,SOLAR,2026,0
LOWRECOST,ID,CSP,SOLAR,2028,0
LOWRECOST,ID,CSP,SOLAR,2030,0
LOWRECOST,ID,CSP,SOLAR,2032,0
LOWRECOST,ID,CSP,SOLAR,2034,0
LOWRECOST,ID,CSP,SOLAR,2036,0
LOWRECOST,ID,CSP,SOLAR,2038,0
LOWRECOST,ID,CSP,SOLAR,2040,0
LOWRECOST,ID,CSP,SOLAR,2042,0
LOWRECOST,ID,CSP,SOLAR,2044,0
LOWRECOST,ID,CSP,SOLAR,2046,0
LOWRECOST,ID,CSP,SOLAR,2048,0
LOWRECOST,ID,CSP,SOLAR,2050,0
LOWRECOST,ID,Utility PV,SOLAR,2020,0.262582692307692
LOWRECOST,ID,Utility PV,SOLAR,2022,0.262582692307692
LOWRECOST,ID,Utility PV,SOLAR,2024,0.262582692307692
LOWRECOST,ID,Utility PV,SOLAR,2026,0.262582692307692
LOWRECOST,ID,Utility PV,SOLAR,2028,0.262582692307692
LOWRECOST,ID,Utility PV,SOLAR,2030,0.262582692307692
LOWRECOST,ID,Utility PV,SOLAR,2032,0.262582692307692
LOWRECOST,ID,Utility PV,SOLAR,2034,0.262582692307692
LOWRECOST,ID,Utility PV,SOLAR,2036,0.262582692307692
LOWRECOST,ID,Utility PV,SOLAR,2038,0.262582692307692
LOWRECOST,ID,Utility PV,SOLAR,2040,0.927198076923077
LOWRECOST,ID,Utility PV,SOLAR,2042,0.927198076923077
LOWRECOST,ID,Utility PV,SOLAR,2044,0.927198076923077
LOWRECOST,ID,Utility PV,SOLAR,2046,1.11034179122373
LOWRECOST,ID,Utility PV,SOLAR,2048,1.04237363737758
LOWRECOST,ID,Utility PV,SOLAR,2050,1.11034179122373
LOWRECOST,ID,Rooftop PV,SOLAR,2020,0.0346763636363636
LOWRECOST,ID,Rooftop PV,SOLAR,2022,0.0492372727272727
LOWRECOST,ID,Rooftop PV,SOLAR,2024,0.0601690909090909
LOWRECOST,ID,Rooftop PV,SOLAR,2026,0.0784963636363636
LOWRECOST,ID,Rooftop PV,SOLAR,2028,0.1034
LOWRECOST,ID,Rooftop PV,SOLAR,2030,0.134977272727273
LOWRECOST,ID,Rooftop PV,SOLAR,2032,0.163620909090909
LOWRECOST,ID,Rooftop PV,SOLAR,2034,0.196636363636364
LOWRECOST,ID,Rooftop PV,SOLAR,2036,0.239664545454545
LOWRECOST,ID,Rooftop PV,SOLAR,2038,0.296951818181818
LOWRECOST,ID,Rooftop PV,SOLAR,2040,0.358315454545454
LOWRECOST,ID,Rooftop PV,SOLAR,2042,0.384783636363636
LOWRECOST,ID,Rooftop PV,SOLAR,2044,0.40246
LOWRECOST,ID,Rooftop PV,SOLAR,2046,0.414100909090909
LOWRECOST,ID,Rooftop PV,SOLAR,2048,0.421818181818182
LOWRECOST,ID,Rooftop PV,SOLAR,2050,0.429351818181818
LOWRECOST,ID,Storage,BATT,2020,0
LOWRECOST,ID,Storage,BATT,2022,0
LOWRECOST,ID,Storage,BATT,2024,0
LOWRECOST,ID,Storage,BATT,2026,0
LOWRECOST,ID,Storage,BATT,2028,0
LOWRECOST,ID,Storage,BATT,2030,0
LOWRECOST,ID,Storage,BATT,2032,0
LOWRECOST,ID,Storage,BATT,2034,0
LOWRECOST,ID,Storage,BATT,2036,0
LOWRECOST,ID,Storage,BATT,2038,0
LOWRECOST,ID,Storage,BATT,2040,0.00207709330430021
LOWRECOST,ID,Storage,BATT,2042,0.00207709330430021
LOWRECOST,ID,Storage,BATT,2044,0.00207709330430021
LOWRECOST,ID,Storage,BATT,2046,0.0941004117397929
LOWRECOST,ID,Storage,BATT,2048,0.110533926439962
LOWRECOST,ID,Storage,BATT,2050,0.116075978155598
HIGHRECOST,CA,Land-based Wind,WIND,2020,6.42578685842376
HIGHRECOST,CA,Land-based Wind,WIND,2022,6.45627155851829
HIGHRECOST,CA,Land-based Wind,WIND,2024,6.29816627401028
HIGHRECOST,CA,Land-based Wind,WIND,2026,6.35072122039569
HIGHRECOST,CA,Land-based Wind,WIND,2028,6.07587154195445
HIGHRECOST,CA,Land-based Wind,WIND,2030,5.91984745152555
HIGHRECOST,CA,Land-based Wind,WIND,2032,6.06481286732504
HIGHRECOST,CA,Land-based Wind,WIND,2034,5.5091031932907
HIGHRECOST,CA,Land-based Wind,WIND,2036,5.5091031932907
HIGHRECOST,CA,Land-based Wind,WIND,2038,5.74307318957402
HIGHRECOST,CA,Land-based Wind,WIND,2040,6.06227842768155
HIGHRECOST,CA,Land-based Wind,WIND,2042,4.955763382916
HIGHRECOST,CA,Land-based Wind,WIND,2044,4.86913045437098
HIGHRECOST,CA,Land-based Wind,WIND,2046,4.59048972073244
HIGHRECOST,CA,Land-based Wind,WIND,2048,4.16462938524569
HIGHRECOST,CA,Land-based Wind,WIND,2050,4.36666935334569
HIGHRECOST,CA,Offshore Wind,WIND,2020,0
HIGHRECOST,CA,Offshore Wind,WIND,2022,0
HIGHRECOST,CA,Offshore Wind,WIND,2024,0
HIGHRECOST,CA,Offshore Wind,WIND,2026,0
HIGHRECOST,CA,Offshore Wind,WIND,2028,0
HIGHRECOST,CA,Offshore Wind,WIND,2030,0
HIGHRECOST,CA,Offshore Wind,WIND,2032,0
HIGHRECOST,CA,Offshore Wind,WIND,2034,0
HIGHRECOST,CA,Offshore Wind,WIND,2036,0
HIGHRECOST,CA,Offshore Wind,WIND,2038,0
HIGHRECOST,CA,Offshore Wind,WIND,2040,0
HIGHRECOST,CA,Offshore Wind,WIND,2042,0
HIGHRECOST,CA,Offshore Wind,WIND,2044,0
HIGHRECOST,CA,Offshore Wind,WIND,2046,0
HIGHRECOST,CA,Offshore Wind,WIND,2048,0
HIGHRECOST,CA,Offshore Wind,WIND,2050,0
HIGHRECOST,CA,CSP,SOLAR,2020,1.383187
HIGHRECOST,CA,CSP,SOLAR,2022,1.383187
HIGHRECOST,CA,CSP,SOLAR,2024,1.383187
HIGHRECOST,CA,CSP,SOLAR,2026,1.383187
HIGHRECOST,CA,CSP,SOLAR,2028,1.383187
HIGHRECOST,CA,CSP,SOLAR,2030,1.383187
HIGHRECOST,CA,CSP,SOLAR,2032,1.383187
HIGHRECOST,CA,CSP,SOLAR,2034,1.383187
HIGHRECOST,CA,CSP,SOLAR,2036,1.383187
HIGHRECOST,CA,CSP,SOLAR,2038,1.383187
HIGHRECOST,CA,CSP,SOLAR,2040,1.383187
HIGHRECOST,CA,CSP,SOLAR,2042,1.35314
HIGHRECOST,CA,CSP,SOLAR,2044,0.41764
HIGHRECOST,CA,CSP,SOLAR,2046,0.41764
HIGHRECOST,CA,CSP,SOLAR,2048,0.41764
HIGHRECOST,CA,CSP,SOLAR,2050,0.41764
HIGHRECOST,CA,Utility PV,SOLAR,2020,11.5704223076923
HIGHRECOST,CA,Utility PV,SOLAR,2022,11.5704223076923
HIGHRECOST,CA,Utility PV,SOLAR,2024,11.8951666385367
HIGHRECOST,CA,Utility PV,SOLAR,2026,15.1910468383134
HIGHRECOST,CA,Utility PV,SOLAR,2028,15.1910468383134
HIGHRECOST,CA,Utility PV,SOLAR,2030,17.5506184315892
HIGHRECOST,CA,Utility PV,SOLAR,2032,17.9657852869786
HIGHRECOST,CA,Utility PV,SOLAR,2034,20.0729375370359
HIGHRECOST,CA,Utility PV,SOLAR,2036,21.3155448211708
HIGHRECOST,CA,Utility PV,SOLAR,2038,23.6132393698851
HIGHRECOST,CA,Utility PV,SOLAR,2040,26.4010312292068
HIGHRECOST,CA,Utility PV,SOLAR,2042,29.364938020522
HIGHRECOST,CA,Utility PV,SOLAR,2044,34.0954326871751
HIGHRECOST,CA,Utility PV,SOLAR,2046,37.6598576180521
HIGHRECOST,CA,Utility PV,SOLAR,2048,40.8962185371045
HIGHRECOST,CA,Utility PV,SOLAR,2050,43.6067737887813
HIGHRECOST,CA,Rooftop PV,SOLAR,2020,6.78680818181818
HIGHRECOST,CA,Rooftop PV,SOLAR,2022,6.94810454545455
HIGHRECOST,CA,Rooftop PV,SOLAR,2024,7.00358090909091
HIGHRECOST,CA,Rooftop PV,SOLAR,2026,7.03698272727273
HIGHRECOST,CA,Rooftop PV,SOLAR,2028,7.05467909090909
HIGHRECOST,CA,Rooftop PV,SOLAR,2030,7.06570636363636
HIGHRECOST,CA,Rooftop PV,SOLAR,2032,7.07103909090909
HIGHRECOST,CA,Rooftop PV,SOLAR,2034,7.07335636363636
HIGHRECOST,CA,Rooftop PV,SOLAR,2036,7.07737818181818
HIGHRECOST,CA,Rooftop PV,SOLAR,2038,7.07873818181818
HIGHRECOST,CA,Rooftop PV,SOLAR,2040,7.07926909090909
HIGHRECOST,CA,Rooftop PV,SOLAR,2042,7.07935272727273
HIGHRECOST,CA,Rooftop PV,SOLAR,2044,7.07963
HIGHRECOST,CA,Rooftop PV,SOLAR,2046,7.08039909090909
HIGHRECOST,CA,Rooftop PV,SOLAR,2048,7.08170636363636
HIGHRECOST,CA,Rooftop PV,SOLAR,2050,7.08220636363636
HIGHRECOST,CA,Storage,BATT,2020,4.66073716632444
HIGHRECOST,CA,Storage,BATT,2022,5.06673716632443
HIGHRECOST,CA,Storage,BATT,2024,5.06673716632443
HIGHRECOST,CA,Storage,BATT,2026,5.06673716632443
HIGHRECOST,CA,Storage,BATT,2028,5.06673716632443
HIGHRECOST,CA,Storage,BATT,2030,5.06673716632443
